tconst,primaryTitle,originalTitle,startYear,runtimeMinutes,genres,averageRating,numVotes,ordering,category,job,seasonNumber,episodeNumber,primaryName,birthYear,deathYear,primaryProfession
tt54609116,The Gabilan Story,The Gabilan Story,1958,30,"Action,War",6.6,8,7,producer,producer,2,32,George Cahan,1919,1991,"director,producer,miscellaneous"
tt54621898,End of the Line,End of the Line,1965,50,"Adventure,Crime,Drama",7.5,115,8,producer,producer,3,14,Alan A. Armer,1922,2010,"producer,director,writer"
tt54650071,The Tritons Christmas,The Tritons Christmas,1958,30,"Action,War",8.3,8,8,producer,producer,2,14,George Cahan,1919,1991,"director,producer,miscellaneous"
tt54834114,Joey the Comedian vs Larry the Writer,Joey the Comedian vs Larry the Writer,1964,30,Comedy,7.2,11,6,writer,written by,3,19,Ray Singer,1916,1992,"writer,producer,script_department"
tt54846411,Judge Not,Judge Not,1965,22,Western,7.8,24,8,producer,producer,2,1,Andrew J. Fenady,1928,2020,"producer,writer,music_department"
tt54848360,Lucy and the Bogie Affair,Lucy and the Bogie Affair,1969,30,Comedy,7.0,28,9,writer,creator,2,13,Ray Singer,1916,1992,"writer,producer,script_department"
tt54933955,Run Killer Run,Run Killer Run,1960,25,Western,7.5,45,6,writer,creator,2,7,Andrew J. Fenady,1928,2020,"producer,writer,music_department"
tt54951922,Quiet Day at Fort Lowell,Quiet Day at Fort Lowell,2018,27,Western,6.9,9,5,producer,producer,2,5,George Cahan,1919,1991,"director,producer,miscellaneous"
tt55003466,Obsession,Obsession,1959,30,Adventure,8.8,6,10,writer,story,3,8,Ted Thomas,1904,1992,"writer,miscellaneous"
tt55008667,Lucy Makes a Few Extra Dollars,Lucy Makes a Few Extra Dollars,1971,30,Comedy,6.9,26,7,writer,written by,4,6,Ralph Goodman,1918,1986,writer
tt55012075,Lucy and the 2020 Vision,Lucy and the 2020 Vision,1971,30,Comedy,7.0,24,9,writer,creator,3,18,Ray Singer,1916,1992,"writer,producer,script_department"
tt55052179,Finders Keepers,Finders Keepers,1981,48,"Crime,Drama,Mystery",5.5,224,6,writer,writer,5,9,Robert Biheller,1938,2015,"actor,writer"
tt55053923,A Little White Lye,A Little White Lye,1961,30,"Comedy,Drama",8.6,8,8,producer,producer,9,19,Stanley Rubin,1917,2014,"producer,writer,actor"
tt55067010,Bedloes Successor,Bedloes Successor,1965,26,Comedy,6.7,33,7,writer,written by,3,11,Al Schwartz,1910,1988,"writer,script_department"
tt55103129,Zee,Zee,1969,60,Western,8.3,33,8,producer,producer,2,2,Alan A. Armer,1922,2010,"producer,director,writer"
tt55179380,The Oath,The Oath,1966,60,Western,7.5,79,6,writer,written by,8,11,Martha Wilkerson,1918,1999,writer
tt55248030,Joeys Surprise for Ellie,Joeys Surprise for Ellie,1963,30,Comedy,7.1,11,7,writer,written by,3,8,Ralph Goodman,1918,1986,writer
tt55263472,And Baby Makes Three,And Baby Makes Three,1989,60,"Drama,Romance",6.9,29,9,producer,producer,8,12,Philip L. Parslow,1936,2003,"producer,assistant_director,production_manager"
tt55268452,Quarantine,Quarantine,1957,30,Western,7.4,6,9,producer,producer,1,27,Alan A. Armer,1922,2010,"producer,director,writer"
tt55379503,The Lost Ones,The Lost Ones,1958,30,"Crime,Drama",7.1,21,7,cinematographer,director of photography,1,39,Morris Hartzband,1911,1970,"cinematographer,camera_department"
tt55418896,Hondo and the Apache Trail,Hondo and the Apache Trail,1967,60,Western,7.1,19,6,writer,series developer,1,16,Andrew J. Fenady,1928,2020,"producer,writer,music_department"
tt55486344,The High Riders,The High Riders,1968,60,Western,8.5,59,8,producer,producer,1,1,Alan A. Armer,1922,2010,"producer,director,writer"
tt55498436,See Hollywood and Die,See Hollywood and Die,1963,51,"Adventure,Crime,Drama",8.0,216,8,producer,producer,1,8,Alan A. Armer,1922,2010,"producer,director,writer"
tt55516733,The USS Spearfish Delivers,The USS Spearfish Delivers,1957,30,"Action,War",8.5,16,6,producer,producer,1,5,George Cahan,1919,1991,"director,producer,miscellaneous"
tt55575818,The Lost Last Chapter,The Lost Last Chapter,1958,30,"Comedy,Mystery",6.4,12,8,producer,producer,2,4,Robert L. Welch,1910,1964,"producer,writer,director"
tt55640250,The Dummy,The Dummy,1960,30,"Action,Crime,Drama",7.6,69,6,writer,written by,2,27,Lewis Reed,1921,1970,"writer,producer"
tt55680879,Rules of the Game,Rules of the Game,1965,22,Western,7.5,34,7,producer,producer,1,4,Cecil Barker,1918,1966,"producer,director"
tt55701658,Heathcliff Gets CannedWhackoed Out,Heathcliff Gets CannedWhackoed Out,1984,23,"Adventure,Animation,Comedy",6.2,15,9,producer,producer,1,16,Denis Héroux,1940,2015,"producer,director,writer"
tt55732267,Youre Not Alone,Youre Not Alone,1977,60,"Mystery,Sci-Fi,Thriller",7.8,9,6,writer,writer,1,7,Carol Saraceno,1939,2017,"writer,actress,producer"
tt55867771,Beavers Tonsils,Beavers Tonsils,1961,30,"Comedy,Family",7.5,97,7,writer,written by,4,20,Mathilde Ferro,1906,1990,writer
tt55963534,Deadly Is the Night,Deadly Is the Night,1961,60,Western,8.1,67,6,writer,writer,3,7,Jerry Adelman,1910,1980,"writer,production_manager,miscellaneous"
tt56028680,Glasshouse People,Glasshouse People,1986,50,"Comedy,Crime,Drama",7.1,11,9,producer,producer,1,6,Kenny McBain,1946,1989,"producer,director,miscellaneous"
tt56082371,The Sceptre of Rajim,The Sceptre of Rajim,1985,22,"Action,Adventure,Animation",6.0,28,10,producer,producer,1,15,Denis Héroux,1940,2015,"producer,director,writer"
tt56117188,Medicine Men,Medicine Men,1956,30,Western,6.6,8,8,producer,producer,1,6,Mel Epstein,1910,1994,"producer,production_manager,miscellaneous"
tt56250520,Programmed for Death,Programmed for Death,1966,30,"Action,Adventure,Crime",7.3,90,7,writer,story,1,3,Lewis Reed,1921,1970,"writer,producer"
tt56348053,Luis Gets His Groove Back,Luis Gets His Groove Back,1999,30,Comedy,6.8,18,8,producer,producer,4,11,Ellen Idelson,1961,2003,"producer,writer,actress"
tt56405378,Episode 22,Episode 22,1955,30,"Comedy,Music",8.4,6,9,writer,written by,2,2,Elon Packard,1923,1977,"writer,script_department"
tt56562609,The Case of the Angry Dead Man,The Case of the Angry Dead Man,1961,60,"Crime,Drama,Mystery",8.3,252,9,cinematographer,director of photography,4,18,Frank Redman,1901,1966,"cinematographer,camera_department"
tt56627050,The Black Eye,The Black Eye,1968,23,Comedy,7.2,35,6,writer,written by,1,8,Ray Singer,1916,1992,"writer,producer,script_department"
tt56656026,Episode 12,Episode 12,1977,60,"Comedy,Music",9.4,17,7,writer,writer,1,2,Ronny Graham,1919,1999,"miscellaneous,actor,writer"
tt56669921,Full House,Full House,1959,60,"Comedy,Western",8.5,102,6,writer,story,3,7,Hugh Benson,1917,1999,"producer,writer"
tt56693470,Call to Glory Part 2,Call to Glory Part 2,1966,22,Western,7.8,18,9,producer,producer,2,25,Andrew J. Fenady,1928,2020,"producer,writer,music_department"
tt56772375,A Proud Town,A Proud Town,1965,22,Western,8.0,26,8,producer,producer,2,15,Andrew J. Fenady,1928,2020,"producer,writer,music_department"
tt56774531,Way Off Broadway,Way Off Broadway,1968,30,"Comedy,Fantasy",7.7,39,9,producer,producer,1,9,Stanley Rubin,1917,2014,"producer,writer,actor"
tt56896966,Lucy the Shopping Expert,Lucy the Shopping Expert,1969,30,Comedy,7.4,35,8,writer,creator,1,20,Ray Singer,1916,1992,"writer,producer,script_department"
tt56913193,The Lone APEMissile Beach Party,The Lone APEMissile Beach Party,1970,24,"Adventure,Comedy,Family",7.1,8,9,writer,written by,1,2,Ralph Goodman,1918,1986,writer
tt56925648,Colors,Colors,2005,44,"Crime,Drama,Mystery",7.8,277,7,writer,writer,3,4,Sean Whitesell,1963,2015,"producer,writer,actor"
tt56983672,Miz Purdy,Miz Purdy,1961,25,Western,7.9,37,6,writer,creator,2,29,Andrew J. Fenady,1928,2020,"producer,writer,music_department"
tt57004444,The Separation,The Separation,1981,48,"Drama,Romance",7.4,86,9,producer,producer,1,13,Philip L. Parslow,1936,2003,"producer,assistant_director,production_manager"
tt57009228,Hondo and the Death Drive,Hondo and the Death Drive,1967,60,Western,7.9,19,6,writer,series developer,1,13,Andrew J. Fenady,1928,2020,"producer,writer,music_department"
tt57016971,Its Magic,Its Magic,1965,30,"Comedy,Family",6.9,167,7,writer,written by,1,33,Al Schwartz,1910,1988,"writer,script_department"
tt57060813,Episode 19,Episode 19,1964,30,"Drama,Romance",7.6,10,8,writer,written by,1,9,Theodore Ferro,1924,2003,writer
tt57108881,Lisa the Helpmate,Lisa the Helpmate,1965,30,"Comedy,Family",7.6,112,8,writer,story,1,8,Al Schwartz,1910,1988,"writer,script_department"
tt57157788,Lange blanc,Lange blanc,1978,52,"Action,Crime,Thriller",6.6,82,6,writer,"scenario, adaptation and dialogue",4,6,Claude Desailly,1922,2009,"writer,actor,soundtrack"
tt57228733,Plunder of Glowworm Grotto,Plunder of Glowworm Grotto,1985,22,"Action,Adventure,Animation",5.6,27,9,producer,producer,1,55,Denis Héroux,1940,2015,"producer,director,writer"
tt57370451,Valley of the Shadow,Valley of the Shadow,1967,60,"Drama,Sci-Fi,Thriller",8.1,197,9,producer,producer,2,4,Alan A. Armer,1922,2010,"producer,director,writer"
tt57428712,Bronze Bonze,Bronze Bonze,1959,30,"Comedy,Mystery",6.7,8,8,producer,producer,2,27,Robert L. Welch,1910,1964,"producer,writer,director"
tt57494161,Dinosaur Boy,Dinosaur Boy,1985,23,"Action,Adventure,Animation",6.5,32,9,producer,producer,1,6,Denis Héroux,1940,2015,"producer,director,writer"
tt57626176,Dog Gone,Dog Gone,1969,24,"Comedy,Fantasy",7.5,31,10,producer,producer,1,16,Stanley Rubin,1917,2014,"producer,writer,actor"
tt57675029,The Trial,The Trial,1957,30,Western,7.0,7,8,producer,producer,1,16,Mel Epstein,1910,1994,"producer,production_manager,miscellaneous"
tt57719664,The Accident,The Accident,1955,30,"Adventure,Western",5.6,11,10,cinematographer,director of photography,1,6,Karl Struss,1886,1981,"cinematographer,camera_department,director"
tt57756028,Bad Neighbors,Bad Neighbors,1954,30,"Family,Western",6.4,19,8,producer,producer,4,8,Jack Lacey,1903,1989,"producer,production_manager,assistant_director"
tt57815833,The Unsuccessful Patrol,The Unsuccessful Patrol,1958,30,"Action,War",8.3,8,7,producer,producer,2,4,George Cahan,1919,1991,"director,producer,miscellaneous"
tt57848864,The Perchs New Role,The Perchs New Role,1957,30,"Action,War",8.1,9,8,producer,producer,1,25,George Cahan,1919,1991,"director,producer,miscellaneous"
tt57888703,The Searaven,The Searaven,1957,30,"Action,War",8.1,9,6,writer,teleplay,1,36,Milton Geiger,1907,1971,"writer,director"
tt58025324,Last Stop,Last Stop,1960,30,Western,8.3,31,8,cinematographer,director of photography,2,13,Ellis W. Carter,1906,1964,"cinematographer,camera_department,miscellaneous"
tt58030834,The Whip,The Whip,1956,30,"Adventure,Western",5.3,9,9,cinematographer,director of photography,1,20,Karl Struss,1886,1981,"cinematographer,camera_department,director"
tt58069216,My Dad the Athlete,My Dad the Athlete,1967,30,"Comedy,Family",7.1,37,6,writer,written by,7,19,Ray Singer,1916,1992,"writer,producer,script_department"
tt58092608,Junipers Camp,Junipers Camp,1969,60,Western,8.3,28,8,producer,producer,1,21,Alan A. Armer,1922,2010,"producer,director,writer"
tt58103605,The Nobles,The Nobles,1952,26,"Comedy,Drama,Mystery",6.9,19,10,cinematographer,director of photography,1,12,Ellis W. Carter,1906,1964,"cinematographer,camera_department,miscellaneous"
tt58113220,The Auld Sod,The Auld Sod,1962,60,Western,6.9,107,6,writer,written by,3,20,Charles Lang,1915,2004,"actor,writer,soundtrack"
tt58156426,Johnny Yuma at Appomattox,Johnny Yuma at Appomattox,1960,30,Western,8.2,48,6,writer,creator,2,1,Andrew J. Fenady,1928,2020,"producer,writer,music_department"
tt58188658,The Case of the Reckless Wheelchair Driver,The Case of the Reckless Wheelchair Driver,1972,30,Comedy,6.8,29,9,writer,creator,5,6,Ray Singer,1916,1992,"writer,producer,script_department"
tt58234209,The Experiment,The Experiment,1970,60,Western,8.5,22,8,producer,producer,2,18,Alan A. Armer,1922,2010,"producer,director,writer"
tt58301736,Quantity Unknown,Quantity Unknown,1967,60,"Drama,Sci-Fi,Thriller",7.7,211,9,producer,producer,1,8,Alan A. Armer,1922,2010,"producer,director,writer"
tt58371355,Decisions Decisions Decisions,Decisions Decisions Decisions,1960,30,"Comedy,Family",7.8,20,7,writer,written by,3,12,Theodore Ferro,1924,2003,writer
tt58486355,The Nowhere Man,The Nowhere Man,1971,51,"Action,Crime,Drama",7.2,96,8,producer,producer,1,13,Alan A. Armer,1922,2010,"producer,director,writer"
tt58495824,The Button Down Break,The Button Down Break,1961,60,"Crime,Drama,Mystery",7.3,9,7,writer,teleplay,2,2,Lewis Reed,1921,1970,"writer,producer"
tt58526132,Running Scared,Running Scared,1966,50,"Adventure,Crime,Drama",8.1,147,8,producer,producer,3,22,Alan A. Armer,1922,2010,"producer,director,writer"
tt58565404,The Chinese Sunset,The Chinese Sunset,1966,50,"Adventure,Crime,Drama",7.5,138,6,writer,written by,3,23,Leonard Kantor,1920,1984,writer
tt58565914,Phantom of the GarbageJunkyard Flood,Phantom of the GarbageJunkyard Flood,1984,22,"Adventure,Animation,Comedy",5.4,9,9,producer,producer,1,41,Denis Héroux,1940,2015,"producer,director,writer"
tt58584495,Lets Kill Timothy,Lets Kill Timothy,1959,30,"Action,Crime,Drama",7.1,106,6,writer,teleplay,1,17,Lewis Reed,1921,1970,"writer,producer"
tt58622186,My Best Friends Tush,My Best Friends Tush,2000,22,"Comedy,Romance",7.5,317,8,writer,written by,2,22,Ellen Idelson,1961,2003,"producer,writer,actress"
tt58626552,Kim Finally Cuts YouKnowWhose Apron String,Kim Finally Cuts YouKnowWhose Apron String,1972,30,Comedy,5.5,27,9,writer,creator,4,24,Ray Singer,1916,1992,"writer,producer,script_department"
tt58637099,Where Theres an Ill Theres a WayYes Sewer Thats My Baby,Where Theres an Ill Theres a WayYes Sewer Thats My Baby,1984,23,"Adventure,Animation,Comedy",5.6,11,9,producer,producer,1,35,Denis Héroux,1940,2015,"producer,director,writer"
tt58724019,Wife Killer,Wife Killer,1966,50,"Adventure,Crime,Drama",8.4,166,8,producer,producer,3,17,Alan A. Armer,1922,2010,"producer,director,writer"
tt58754992,Disappearing Act,Disappearing Act,1985,22,"Action,Adventure,Animation",5.8,27,9,producer,producer,1,62,Denis Héroux,1940,2015,"producer,director,writer"
tt58767193,The Ivy Curtain,The Ivy Curtain,1967,60,"Drama,Sci-Fi,Thriller",7.8,199,8,producer,producer,1,10,Alan A. Armer,1922,2010,"producer,director,writer"
tt58816262,One of Our Angels Is Missing,One of Our Angels Is Missing,1980,49,"Action,Adventure,Crime",7.2,172,8,writer,written by,4,15,Robert Biheller,1938,2015,"actor,writer"
tt58840119,Lucys Impossible Mission,Lucys Impossible Mission,1968,30,Comedy,7.7,46,8,writer,creator,1,6,Ray Singer,1916,1992,"writer,producer,script_department"
tt58890826,The Everglades Oddity,The Everglades Oddity,1985,22,"Action,Adventure,Animation",6.0,25,9,producer,producer,1,50,Denis Héroux,1940,2015,"producer,director,writer"
tt58940195,Gorilla of My Dreams,Gorilla of My Dreams,1981,30,Comedy,6.3,21,8,producer,producer,1,2,John Thomas Lenox,1946,1996,"production_manager,assistant_director,producer"
tt58967539,The Thorne Sisters Story,The Thorne Sisters Story,1958,30,Drama,7.6,10,8,writer,story supervisor,4,29,Milton Merlin,1905,1996,"producer,writer,miscellaneous"
tt58968826,The Star Chariot,The Star Chariot,1985,23,"Action,Adventure,Animation",6.6,44,10,producer,producer,1,2,Denis Héroux,1940,2015,"producer,director,writer"
tt58996801,The Bowfin Story,The Bowfin Story,1958,30,"Action,War",8.8,10,7,producer,producer,2,35,George Cahan,1919,1991,"director,producer,miscellaneous"
tt59095159,Liars Anonymous,Liars Anonymous,1988,60,"Drama,Romance",6.9,30,9,producer,producer,8,6,Philip L. Parslow,1936,2003,"producer,assistant_director,production_manager"
tt59102258,The Richest Man in Boot Hill,The Richest Man in Boot Hill,1965,22,Western,8.1,25,7,writer,writer,2,8,Elon Packard,1923,1977,"writer,script_department"
tt59141068,Glass Tightrope,Glass Tightrope,1963,51,"Adventure,Crime,Drama",7.7,197,9,producer,producer,1,12,Alan A. Armer,1922,2010,"producer,director,writer"
tt59192142,Episode 127,Episode 127,1976,22,"Comedy,Romance",8.1,14,6,writer,created by,1,27,Jerry Adelman,1910,1980,"writer,production_manager,miscellaneous"
tt59192298,Thomas Jefferson Chu,Thomas Jefferson Chu,1961,60,"Action,Adventure,Crime",7.6,14,7,writer,teleplay,3,5,Sam Ross,1911,1998,writer
tt59276339,Joey and the Laundry Bag,Joey and the Laundry Bag,1963,30,Comedy,8.1,10,6,writer,written by,2,27,Ray Singer,1916,1992,"writer,producer,script_department"
tt59339193,Lady of Quality,Lady of Quality,1960,25,Western,7.0,34,6,writer,creator,1,35,Andrew J. Fenady,1928,2020,"producer,writer,music_department"
tt59366038,The Lady Killer,The Lady Killer,1954,30,"Family,Western",7.2,19,7,producer,producer,4,1,Jack Lacey,1903,1989,"producer,production_manager,assistant_director"
tt59500188,Hondo and the Ghost of Ed Dow,Hondo and the Ghost of Ed Dow,1967,60,Western,7.0,17,7,writer,series developer,1,12,Andrew J. Fenady,1928,2020,"producer,writer,music_department"
tt59507886,Freddie and the Yuletide Doll,Freddie and the Yuletide Doll,1961,30,Comedy,7.4,26,9,writer,writer,11,13,Al Schwartz,1910,1988,"writer,script_department"
tt59546973,Her Sisters Shadow,Her Sisters Shadow,1971,26,"Comedy,Family",7.9,209,7,writer,teleplay,3,10,Al Schwartz,1910,1988,"writer,script_department"
tt59607246,Paper Mafia,Paper Mafia,1987,50,"Comedy,Crime,Drama",7.8,10,8,writer,creator,2,11,William Stair,1939,1991,"writer,miscellaneous,editorial_department"
tt59723995,Blind Justice,Blind Justice,1952,30,"Family,Western",6.4,26,7,producer,producer,2,7,Jack Lacey,1903,1989,"producer,production_manager,assistant_director"
tt59755902,Hondo and the Mad Dog,Hondo and the Mad Dog,1967,60,Western,7.0,26,6,writer,series developer,1,8,Andrew J. Fenady,1928,2020,"producer,writer,music_department"
tt59796691,The Lamb Who Hunted Wolves Part 2,The Lamb Who Hunted Wolves Part 2,1966,60,"Adventure,Comedy,War",8.7,7,8,writer,story,1,16,Robert Buckner,1906,1989,"writer,producer,miscellaneous"
tt59800830,Angels Travel on Lonely Roads Part 2,Angels Travel on Lonely Roads Part 2,1964,51,"Adventure,Crime,Drama",8.1,187,8,producer,producer,1,23,Alan A. Armer,1922,2010,"producer,director,writer"
tt59828319,Bat McKidderick,Bat McKidderick,1959,30,"Comedy,Mystery",6.2,11,8,producer,producer,2,33,Robert L. Welch,1910,1964,"producer,writer,director"
tt59876718,My Buddy My Buddy,My Buddy My Buddy,1963,30,Comedy,7.8,11,7,writer,written by,2,33,Ralph Goodman,1918,1986,writer
tt59914365,The Sacred Rock,The Sacred Rock,1985,22,"Action,Adventure,Animation",5.0,27,9,producer,producer,1,37,Denis Héroux,1940,2015,"producer,director,writer"
tt59952791,The Case of the Daring Decoy,The Case of the Daring Decoy,1958,52,"Crime,Drama,Mystery",8.1,363,10,cinematographer,director of photography,1,28,Frank Redman,1901,1966,"cinematographer,camera_department"
tt59969629,The Jokes on Me,The Jokes on Me,1961,30,"Comedy,Drama",8.0,9,7,producer,producer,9,29,Stanley Rubin,1917,2014,"producer,writer,actor"
tt59976593,Episode 115,Episode 115,1964,30,"Drama,Romance",7.1,10,9,writer,written by,1,15,Mathilde Ferro,1906,1990,writer
tt60004009,Lucy and Her AllNun Band,Lucy and Her AllNun Band,1971,30,Comedy,6.6,26,9,writer,creator,4,8,Ray Singer,1916,1992,"writer,producer,script_department"
tt60114001,Paint a House with Scarlet,Paint a House with Scarlet,1960,30,Western,7.4,39,6,writer,creator,1,32,Andrew J. Fenady,1928,2020,"producer,writer,music_department"
tt60121835,My Fair Buzzi,My Fair Buzzi,1972,30,Comedy,6.6,32,9,writer,creator,5,13,Ray Singer,1916,1992,"writer,producer,script_department"
tt60130131,The Sharp Edge of Chivalry,The Sharp Edge of Chivalry,1966,50,"Adventure,Crime,Drama",6.9,123,6,writer,written by,4,4,Sam Ross,1911,1998,writer
tt60187121,The House,The House,2004,44,"Crime,Drama,Mystery",7.9,345,7,writer,written by,2,4,Sean Whitesell,1963,2015,"producer,writer,actor"
tt60238896,The Duke Le May Story,The Duke Le May Story,1959,60,Western,8.3,61,6,writer,teleplay,2,30,Robert M. Fresco,1930,2014,"writer,director,producer"
tt60243705,DeadEye Dick,DeadEye Dick,1966,75,Western,7.6,65,6,writer,writer,5,9,Joseph Hoffman,1909,1997,"writer,producer"
tt60347808,Warburtons Edge,Warburtons Edge,1969,60,Western,8.7,35,9,producer,producer,1,17,Alan A. Armer,1922,2010,"producer,director,writer"
tt60356750,A Fistful of Pride,A Fistful of Pride,1961,60,Western,7.7,32,6,writer,written by,6,8,Sam Ross,1911,1998,writer
tt60527642,Lucy the Matchmaker,Lucy the Matchmaker,1968,30,Comedy,7.9,48,7,writer,written by,1,12,Ray Singer,1916,1992,"writer,producer,script_department"
tt60541885,A Grave for Johnny Yuma,A Grave for Johnny Yuma,1960,25,Western,7.7,40,6,writer,creator,1,30,Andrew J. Fenady,1928,2020,"producer,writer,music_department"
tt60546186,Missing Links,Missing Links,1989,60,"Drama,Romance",6.9,29,9,producer,producer,8,16,Philip L. Parslow,1936,2003,"producer,assistant_director,production_manager"
tt60632410,The Girl from Little Egypt,The Girl from Little Egypt,1963,51,"Adventure,Crime,Drama",8.5,233,8,producer,producer,1,14,Alan A. Armer,1922,2010,"producer,director,writer"
tt60666309,Jerkwater,Jerkwater,1961,25,Western,7.7,39,6,writer,creator,2,19,Andrew J. Fenady,1928,2020,"producer,writer,music_department"
tt60725148,Laws of Gravity,Laws of Gravity,2002,58,"Crime,Drama,Thriller",8.0,1758,7,writer,written by,5,2,Sean Whitesell,1963,2015,"producer,writer,actor"
tt60741006,Fill No Glass for Me Part 1,Fill No Glass for Me Part 1,1965,22,Western,7.7,20,8,producer,producer,2,9,Andrew J. Fenady,1928,2020,"producer,writer,music_department"
tt60800807,The Real James Gatley,The Real James Gatley,1968,30,"Comedy,Fantasy",7.7,36,9,producer,producer,1,7,Stanley Rubin,1917,2014,"producer,writer,actor"
tt60837342,Lucy the Other Woman,Lucy the Other Woman,1972,60,Comedy,6.6,33,9,writer,creator,5,7,Ray Singer,1916,1992,"writer,producer,script_department"
tt60875570,The Humanitarian,The Humanitarian,1957,24,"Adventure,War,Western",5.8,6,10,editor,film editor,1,1,Holbrook N. Todd,1906,1972,"editor,editorial_department,producer"
tt61077682,Mask of Murder,Mask of Murder,1960,30,"Action,Crime,Drama",7.4,68,7,writer,written by,3,2,Lewis Reed,1921,1970,"writer,producer"
tt61084442,Hijacked,Hijacked,1959,25,"Comedy,Thriller",8.1,34,8,writer,teleplay,1,10,Lewis Reed,1921,1970,"writer,producer"
tt61093240,Kellie,Kellie,1966,23,Western,7.9,34,8,producer,producer,2,32,Andrew J. Fenady,1928,2020,"producer,writer,music_department"
tt61094083,Romeo and Cher,Romeo and Cher,1996,30,Comedy,7.5,20,9,writer,story by,1,11,Judy Toll,1958,2002,"writer,miscellaneous,actress"
tt61205689,Night on a Rainbow,Night on a Rainbow,1960,30,Western,7.5,40,6,writer,creator,1,34,Andrew J. Fenady,1928,2020,"producer,writer,music_department"
tt61209138,The Vise,The Vise,1968,60,"Drama,Sci-Fi,Thriller",7.6,149,9,producer,producer,2,22,Alan A. Armer,1922,2010,"producer,director,writer"
tt61240492,Cry Wolf,Cry Wolf,1956,30,Western,7.4,6,10,producer,producer,1,10,Alan A. Armer,1922,2010,"producer,director,writer"
tt61267651,The Greatest Coward on Earth,The Greatest Coward on Earth,1965,22,Western,7.8,22,8,producer,producer,2,11,Andrew J. Fenady,1928,2020,"producer,writer,music_department"
tt61277022,Fun and Games and Party Favors,Fun and Games and Party Favors,1965,50,"Adventure,Crime,Drama",6.9,133,8,producer,producer,2,19,Alan A. Armer,1922,2010,"producer,director,writer"
tt61304132,The Proxy,The Proxy,1961,25,Western,7.2,26,5,writer,creator,2,31,Andrew J. Fenady,1928,2020,"producer,writer,music_department"
tt61318815,Hondo and the War Cry,Hondo and the War Cry,1967,60,Western,7.5,24,6,writer,series developer,1,2,Andrew J. Fenady,1928,2020,"producer,writer,music_department"
tt61354024,Lucy and the Raffle,Lucy and the Raffle,1971,30,Comedy,7.5,27,7,writer,written by,3,19,Al Schwartz,1910,1988,"writer,script_department"
tt61361534,Three for One,Three for One,1961,30,Western,6.6,20,8,producer,producer,1,9,Joseph Hoffman,1909,1997,"writer,producer"
tt61366049,Fallons Wedding,Fallons Wedding,1981,49,"Drama,Romance",6.9,99,10,producer,producer,1,6,Philip L. Parslow,1936,2003,"producer,assistant_director,production_manager"
tt61435890,Episode 112,Episode 112,1976,22,"Comedy,Romance",7.9,28,6,writer,created by,1,12,Jerry Adelman,1910,1980,"writer,production_manager,miscellaneous"
tt61443026,The Final War Patrol,The Final War Patrol,1957,30,"Action,War",8.0,11,7,producer,producer,1,26,George Cahan,1919,1991,"director,producer,miscellaneous"
tt61471557,The Family Affair,The Family Affair,1959,30,"Action,Crime,Drama",7.6,86,7,writer,teleplay,1,32,Lewis Reed,1921,1970,"writer,producer"
tt61507451,Lucy Goes Hawaiian Part One,Lucy Goes Hawaiian Part One,1971,30,Comedy,7.4,30,7,writer,written by,3,23,Al Schwartz,1910,1988,"writer,script_department"
tt61609947,French Leave for McHale,French Leave for McHale,1963,30,"Comedy,War",7.2,40,6,writer,written by,2,11,Ralph Goodman,1918,1986,writer
tt61660487,The Black Magnolia,The Black Magnolia,1959,60,"Crime,Drama",7.8,15,6,writer,writer,1,12,Earl Baldwin,1901,1970,"writer,miscellaneous,producer"
tt61699723,For the Family Honor,For the Family Honor,1974,60,"Crime,Drama",6.3,12,8,writer,written by,1,6,Sam Ross,1911,1998,writer
tt61708939,The Night of the Tottering Tontine,The Night of the Tottering Tontine,1967,60,"Action,Adventure,Western",8.0,165,8,writer,writer,2,16,Elon Packard,1923,1977,"writer,script_department"
tt61739811,The Gangs All HereThe MeowSic Goes Round And Round,The Gangs All HereThe MeowSic Goes Round And Round,1984,23,"Adventure,Animation,Comedy",6.1,11,6,producer,producer,1,26,Denis Héroux,1940,2015,"producer,director,writer"
tt61789572,The Jockey,The Jockey,1958,30,"Action,Crime,Drama",7.3,98,7,writer,teleplay,1,13,Lewis Reed,1921,1970,"writer,producer"
tt61895734,Ill Wind,Ill Wind,1966,50,"Adventure,Crime,Drama",8.5,173,8,producer,producer,3,24,Alan A. Armer,1922,2010,"producer,director,writer"
tt61896945,Hondo and the Gladiators,Hondo and the Gladiators,1967,60,Western,7.9,18,6,writer,series developer,1,15,Andrew J. Fenady,1928,2020,"producer,writer,music_department"
tt61900206,The Cat,The Cat,1959,25,Western,6.6,18,6,writer,teleplay,1,10,Richard Newman,1928,2016,writer
tt61937479,Bachelor Daze,Bachelor Daze,1964,30,"Adventure,Animation,Comedy",7.4,149,7,writer,story by,4,25,Ralph Goodman,1918,1986,writer
tt61987693,The Grudge,The Grudge,1960,30,"Action,Crime,Drama",7.4,71,6,writer,teleplay,2,17,Lewis Reed,1921,1970,"writer,producer"
tt62057289,Friendship,Friendship,1959,30,"Comedy,Family",8.0,99,8,writer,story,2,32,Mathilde Ferro,1906,1990,writer
tt62161792,Outlaws Return,Outlaws Return,1952,25,"Family,Western",7.9,22,7,producer,producer,2,2,Jack Lacey,1903,1989,"producer,production_manager,assistant_director"
